year_month,date,Level,Name,Series,Permits
202508,Aug 2025,City/Other,Peachtree City,Multi-Family,0
202509,Sep 2025,City/Other,Peachtree City,Multi-Family,0
202510,Oct 2025,City/Other,Peachtree City,Multi-Family,0
202511,Nov 2025,City/Other,Peachtree City,Multi-Family,0
202512,Dec 2025,City/Other,Peachtree City,Multi-Family,0
202407,Jul 2024,City/Other,Peachtree Corners,Multi-Family,0
202408,Aug 2024,City/Other,Peachtree Corners,Multi-Family,0
202409,Sep 2024,City/Other,Peachtree Corners,Multi-Family,0
202410,Oct 2024,City/Other,Peachtree Corners,Multi-Family,3
202411,Nov 2024,City/Other,Peachtree Corners,Multi-Family,0
202412,Dec 2024,City/Other,Peachtree Corners,Multi-Family,0
202501,Jan 2025,City/Other,Peachtree Corners,Multi-Family,0
202502,Feb 2025,City/Other,Peachtree Corners,Multi-Family,0
202503,Mar 2025,City/Other,Peachtree Corners,Multi-Family,0
202504,Apr 2025,City/Other,Peachtree Corners,Multi-Family,0
202505,May 2025,City/Other,Peachtree Corners,Multi-Family,0
202506,Jun 2025,City/Other,Peachtree Corners,Multi-Family,0
202507,Jul 2025,City/Other,Peachtree Corners,Multi-Family,0
202508,Aug 2025,City/Other,Peachtree Corners,Multi-Family,0
202509,Sep 2025,City/Other,Peachtree Corners,Multi-Family,0
202510,Oct 2025,City/Other,Peachtree Corners,Multi-Family,0
202511,Nov 2025,City/Other,Peachtree Corners,Multi-Family,0
202512,Dec 2025,City/Other,Peachtree Corners,Multi-Family,0
202407,Jul 2024,City/Other,Pine Lake,Multi-Family,0
202408,Aug 2024,City/Other,Pine Lake,Multi-Family,0
202409,Sep 2024,City/Other,Pine Lake,Multi-Family,0
202410,Oct 2024,City/Other,Pine Lake,Multi-Family,0
202411,Nov 2024,City/Other,Pine Lake,Multi-Family,0
202412,Dec 2024,City/Other,Pine Lake,Multi-Family,0
202501,Jan 2025,City/Other,Pine Lake,Multi-Family,0
202502,Feb 2025,City/Other,Pine Lake,Multi-Family,0
202503,Mar 2025,City/Other,Pine Lake,Multi-Family,0
202504,Apr 2025,City/Other,Pine Lake,Multi-Family,0
202505,May 2025,City/Other,Pine Lake,Multi-Family,0
202506,Jun 2025,City/Other,Pine Lake,Multi-Family,0
202507,Jul 2025,City/Other,Pine Lake,Multi-Family,0
202508,Aug 2025,City/Other,Pine Lake,Multi-Family,0
202509,Sep 2025,City/Other,Pine Lake,Multi-Family,0
202510,Oct 2025,City/Other,Pine Lake,Multi-Family,0
202511,Nov 2025,City/Other,Pine Lake,Multi-Family,0
202512,Dec 2025,City/Other,Pine Lake,Multi-Family,0
202407,Jul 2024,City/Other,Powder Springs,Multi-Family,6
202408,Aug 2024,City/Other,Powder Springs,Multi-Family,8
202409,Sep 2024,City/Other,Powder Springs,Multi-Family,5
202410,Oct 2024,City/Other,Powder Springs,Multi-Family,0
202411,Nov 2024,City/Other,Powder Springs,Multi-Family,0
202412,Dec 2024,City/Other,Powder Springs,Multi-Family,8
202501,Jan 2025,City/Other,Powder Springs,Multi-Family,8
202502,Feb 2025,City/Other,Powder Springs,Multi-Family,5
202503,Mar 2025,City/Other,Powder Springs,Multi-Family,8
202504,Apr 2025,City/Other,Powder Springs,Multi-Family,19
202505,May 2025,City/Other,Powder Springs,Multi-Family,20
202506,Jun 2025,City/Other,Powder Springs,Multi-Family,18
202507,Jul 2025,City/Other,Powder Springs,Multi-Family,19
202508,Aug 2025,City/Other,Powder Springs,Multi-Family,22
202509,Sep 2025,City/Other,Powder Springs,Multi-Family,19
202510,Oct 2025,City/Other,Powder Springs,Multi-Family,25
202511,Nov 2025,City/Other,Powder Springs,Multi-Family,17
202512,Dec 2025,City/Other,Powder Springs,Multi-Family,13
202407,Jul 2024,City/Other,Riverdale,Multi-Family,0
202408,Aug 2024,City/Other,Riverdale,Multi-Family,0
202409,Sep 2024,City/Other,Riverdale,Multi-Family,0
202410,Oct 2024,City/Other,Riverdale,Multi-Family,0
202411,Nov 2024,City/Other,Riverdale,Multi-Family,0
202412,Dec 2024,City/Other,Riverdale,Multi-Family,0
202501,Jan 2025,City/Other,Riverdale,Multi-Family,0
202502,Feb 2025,City/Other,Riverdale,Multi-Family,0
202503,Mar 2025,City/Other,Riverdale,Multi-Family,0
202504,Apr 2025,City/Other,Riverdale,Multi-Family,5
202505,May 2025,City/Other,Riverdale,Multi-Family,5
202506,Jun 2025,City/Other,Riverdale,Multi-Family,5
202507,Jul 2025,City/Other,Riverdale,Multi-Family,5
202508,Aug 2025,City/Other,Riverdale,Multi-Family,6
202509,Sep 2025,City/Other,Riverdale,Multi-Family,5
202510,Oct 2025,City/Other,Riverdale,Multi-Family,6
202511,Nov 2025,City/Other,Riverdale,Multi-Family,5
202512,Dec 2025,City/Other,Riverdale,Multi-Family,5
202407,Jul 2024,County,Rockdale,Multi-Family,0
202408,Aug 2024,County,Rockdale,Multi-Family,0
202409,Sep 2024,County,Rockdale,Multi-Family,0
202410,Oct 2024,County,Rockdale,Multi-Family,0
202411,Nov 2024,County,Rockdale,Multi-Family,0
202412,Dec 2024,County,Rockdale,Multi-Family,0
202501,Jan 2025,County,Rockdale,Multi-Family,0
202502,Feb 2025,County,Rockdale,Multi-Family,0
202503,Mar 2025,County,Rockdale,Multi-Family,0
202504,Apr 2025,County,Rockdale,Multi-Family,0
202505,May 2025,County,Rockdale,Multi-Family,0
202506,Jun 2025,County,Rockdale,Multi-Family,0
202507,Jul 2025,County,Rockdale,Multi-Family,0
202508,Aug 2025,County,Rockdale,Multi-Family,0
202509,Sep 2025,County,Rockdale,Multi-Family,0
202510,Oct 2025,County,Rockdale,Multi-Family,0
202511,Nov 2025,County,Rockdale,Multi-Family,0
202512,Dec 2025,County,Rockdale,Multi-Family,0
202407,Jul 2024,City/Other,Roswell,Multi-Family,0
202408,Aug 2024,City/Other,Roswell,Multi-Family,0
202409,Sep 2024,City/Other,Roswell,Multi-Family,0
202410,Oct 2024,City/Other,Roswell,Multi-Family,0
202411,Nov 2024,City/Other,Roswell,Multi-Family,0
202412,Dec 2024,City/Other,Roswell,Multi-Family,0
202501,Jan 2025,City/Other,Roswell,Multi-Family,0
202502,Feb 2025,City/Other,Roswell,Multi-Family,0
202503,Mar 2025,City/Other,Roswell,Multi-Family,0
202504,Apr 2025,City/Other,Roswell,Multi-Family,0
202505,May 2025,City/Other,Roswell,Multi-Family,0
202506,Jun 2025,City/Other,Roswell,Multi-Family,0
202507,Jul 2025,City/Other,Roswell,Multi-Family,0
202508,Aug 2025,City/Other,Roswell,Multi-Family,0
202509,Sep 2025,City/Other,Roswell,Multi-Family,0
202510,Oct 2025,City/Other,Roswell,Multi-Family,0
202511,Nov 2025,City/Other,Roswell,Multi-Family,0
202512,Dec 2025,City/Other,Roswell,Multi-Family,0
202407,Jul 2024,City/Other,Sandy Springs,Multi-Family,0
202408,Aug 2024,City/Other,Sandy Springs,Multi-Family,0
202409,Sep 2024,City/Other,Sandy Springs,Multi-Family,0
202410,Oct 2024,City/Other,Sandy Springs,Multi-Family,0
202411,Nov 2024,City/Other,Sandy Springs,Multi-Family,0
202412,Dec 2024,City/Other,Sandy Springs,Multi-Family,0
202501,Jan 2025,City/Other,Sandy Springs,Multi-Family,0
202502,Feb 2025,City/Other,Sandy Springs,Multi-Family,0
202503,Mar 2025,City/Other,Sandy Springs,Multi-Family,0
202504,Apr 2025,City/Other,Sandy Springs,Multi-Family,0
202505,May 2025,City/Other,Sandy Springs,Multi-Family,0
202506,Jun 2025,City/Other,Sandy Springs,Multi-Family,0
202507,Jul 2025,City/Other,Sandy Springs,Multi-Family,0
202508,Aug 2025,City/Other,Sandy Springs,Multi-Family,21
202509,Sep 2025,City/Other,Sandy Springs,Multi-Family,392
202510,Oct 2025,City/Other,Sandy Springs,Multi-Family,0
202511,Nov 2025,City/Other,Sandy Springs,Multi-Family,0
202512,Dec 2025,City/Other,Sandy Springs,Multi-Family,0
202407,Jul 2024,City/Other,Smyrna,Multi-Family,0
202408,Aug 2024,City/Other,Smyrna,Multi-Family,0
202409,Sep 2024,City/Other,Smyrna,Multi-Family,0
202410,Oct 2024,City/Other,Smyrna,Multi-Family,0
202411,Nov 2024,City/Other,Smyrna,Multi-Family,0
202412,Dec 2024,City/Other,Smyrna,Multi-Family,0
202501,Jan 2025,City/Other,Smyrna,Multi-Family,0
202502,Feb 2025,City/Other,Smyrna,Multi-Family,0
202503,Mar 2025,City/Other,Smyrna,Multi-Family,0
202504,Apr 2025,City/Other,Smyrna,Multi-Family,0
202505,May 2025,City/Other,Smyrna,Multi-Family,0
202506,Jun 2025,City/Other,Smyrna,Multi-Family,0
202507,Jul 2025,City/Other,Smyrna,Multi-Family,0
202508,Aug 2025,City/Other,Smyrna,Multi-Family,0
202509,Sep 2025,City/Other,Smyrna,Multi-Family,0
202510,Oct 2025,City/Other,Smyrna,Multi-Family,0
202511,Nov 2025,City/Other,Smyrna,Multi-Family,0
202512,Dec 2025,City/Other,Smyrna,Multi-Family,0
202407,Jul 2024,City/Other,Snellville,Multi-Family,0
202408,Aug 2024,City/Other,Snellville,Multi-Family,0
202409,Sep 2024,City/Other,Snellville,Multi-Family,0
202410,Oct 2024,City/Other,Snellville,Multi-Family,0
202411,Nov 2024,City/Other,Snellville,Multi-Family,18
202412,Dec 2024,City/Other,Snellville,Multi-Family,0
202501,Jan 2025,City/Other,Snellville,Multi-Family,0
202502,Feb 2025,City/Other,Snellville,Multi-Family,0
202503,Mar 2025,City/Other,Snellville,Multi-Family,14
202504,Apr 2025,City/Other,Snellville,Multi-Family,0
202505,May 2025,City/Other,Snellville,Multi-Family,0
202506,Jun 2025,City/Other,Snellville,Multi-Family,0
202507,Jul 2025,City/Other,Snellville,Multi-Family,0
202508,Aug 2025,City/Other,Snellville,Multi-Family,0
202509,Sep 2025,City/Other,Snellville,Multi-Family,0
202510,Oct 2025,City/Other,Snellville,Multi-Family,0
202511,Nov 2025,City/Other,Snellville,Multi-Family,0
202512,Dec 2025,City/Other,Snellville,Multi-Family,0
202407,Jul 2024,City/Other,South Fulton,Multi-Family,0
202408,Aug 2024,City/Other,South Fulton,Multi-Family,0
202409,Sep 2024,City/Other,South Fulton,Multi-Family,0
202410,Oct 2024,City/Other,South Fulton,Multi-Family,0
202411,Nov 2024,City/Other,South Fulton,Multi-Family,0
202412,Dec 2024,City/Other,South Fulton,Multi-Family,0
202501,Jan 2025,City/Other,South Fulton,Multi-Family,0
202502,Feb 2025,City/Other,South Fulton,Multi-Family,0
202503,Mar 2025,City/Other,South Fulton,Multi-Family,0
202504,Apr 2025,City/Other,South Fulton,Multi-Family,0
202505,May 2025,City/Other,South Fulton,Multi-Family,0
202506,Jun 2025,City/Other,South Fulton,Multi-Family,0
202507,Jul 2025,City/Other,South Fulton,Multi-Family,0
202508,Aug 2025,City/Other,South Fulton,Multi-Family,0
202509,Sep 2025,City/Other,South Fulton,Multi-Family,0
202510,Oct 2025,City/Other,South Fulton,Multi-Family,0
202511,Nov 2025,City/Other,South Fulton,Multi-Family,0
202512,Dec 2025,City/Other,South Fulton,Multi-Family,0
202407,Jul 2024,City/Other,Stockbridge,Multi-Family,0
202408,Aug 2024,City/Other,Stockbridge,Multi-Family,0
202409,Sep 2024,City/Other,Stockbridge,Multi-Family,0
202410,Oct 2024,City/Other,Stockbridge,Multi-Family,0
202411,Nov 2024,City/Other,Stockbridge,Multi-Family,0
202412,Dec 2024,City/Other,Stockbridge,Multi-Family,0
202501,Jan 2025,City/Other,Stockbridge,Multi-Family,0
202502,Feb 2025,City/Other,Stockbridge,Multi-Family,0
202503,Mar 2025,City/Other,Stockbridge,Multi-Family,0
202504,Apr 2025,City/Other,Stockbridge,Multi-Family,0
202505,May 2025,City/Other,Stockbridge,Multi-Family,0
202506,Jun 2025,City/Other,Stockbridge,Multi-Family,0
202507,Jul 2025,City/Other,Stockbridge,Multi-Family,0
202508,Aug 2025,City/Other,Stockbridge,Multi-Family,0
202509,Sep 2025,City/Other,Stockbridge,Multi-Family,0
202510,Oct 2025,City/Other,Stockbridge,Multi-Family,0
202511,Nov 2025,City/Other,Stockbridge,Multi-Family,0
202512,Dec 2025,City/Other,Stockbridge,Multi-Family,0
202407,Jul 2024,City/Other,Stone Mountain,Multi-Family,0
202408,Aug 2024,City/Other,Stone Mountain,Multi-Family,0
202409,Sep 2024,City/Other,Stone Mountain,Multi-Family,0
202410,Oct 2024,City/Other,Stone Mountain,Multi-Family,0
202411,Nov 2024,City/Other,Stone Mountain,Multi-Family,0
202412,Dec 2024,City/Other,Stone Mountain,Multi-Family,0
202501,Jan 2025,City/Other,Stone Mountain,Multi-Family,0
202502,Feb 2025,City/Other,Stone Mountain,Multi-Family,0
202503,Mar 2025,City/Other,Stone Mountain,Multi-Family,0
202504,Apr 2025,City/Other,Stone Mountain,Multi-Family,0
202505,May 2025,City/Other,Stone Mountain,Multi-Family,0
202506,Jun 2025,City/Other,Stone Mountain,Multi-Family,0
202507,Jul 2025,City/Other,Stone Mountain,Multi-Family,0
202508,Aug 2025,City/Other,Stone Mountain,Multi-Family,0
202509,Sep 2025,City/Other,Stone Mountain,Multi-Family,0
202510,Oct 2025,City/Other,Stone Mountain,Multi-Family,0
202511,Nov 2025,City/Other,Stone Mountain,Multi-Family,0
202512,Dec 2025,City/Other,Stone Mountain,Multi-Family,0
202407,Jul 2024,City/Other,Stonecrest,Multi-Family,0
202408,Aug 2024,City/Other,Stonecrest,Multi-Family,0
202409,Sep 2024,City/Other,Stonecrest,Multi-Family,0
202410,Oct 2024,City/Other,Stonecrest,Multi-Family,0
202411,Nov 2024,City/Other,Stonecrest,Multi-Family,0
202412,Dec 2024,City/Other,Stonecrest,Multi-Family,0
202501,Jan 2025,City/Other,Stonecrest,Multi-Family,0
202502,Feb 2025,City/Other,Stonecrest,Multi-Family,0
202503,Mar 2025,City/Other,Stonecrest,Multi-Family,0
202504,Apr 2025,City/Other,Stonecrest,Multi-Family,0
202505,May 2025,City/Other,Stonecrest,Multi-Family,0
202506,Jun 2025,City/Other,Stonecrest,Multi-Family,0
202507,Jul 2025,City/Other,Stonecrest,Multi-Family,0
202508,Aug 2025,City/Other,Stonecrest,Multi-Family,0
202509,Sep 2025,City/Other,Stonecrest,Multi-Family,0
202510,Oct 2025,City/Other,Stonecrest,Multi-Family,0
202511,Nov 2025,City/Other,Stonecrest,Multi-Family,0
202512,Dec 2025,City/Other,Stonecrest,Multi-Family,0
202407,Jul 2024,City/Other,Sugar Hill,Multi-Family,0
202408,Aug 2024,City/Other,Sugar Hill,Multi-Family,0
202409,Sep 2024,City/Other,Sugar Hill,Multi-Family,12
202410,Oct 2024,City/Other,Sugar Hill,Multi-Family,0
202411,Nov 2024,City/Other,Sugar Hill,Multi-Family,0
202412,Dec 2024,City/Other,Sugar Hill,Multi-Family,0
202501,Jan 2025,City/Other,Sugar Hill,Multi-Family,0
202502,Feb 2025,City/Other,Sugar Hill,Multi-Family,48
202503,Mar 2025,City/Other,Sugar Hill,Multi-Family,0
202504,Apr 2025,City/Other,Sugar Hill,Multi-Family,0
202505,May 2025,City/Other,Sugar Hill,Multi-Family,0
202506,Jun 2025,City/Other,Sugar Hill,Multi-Family,0
202507,Jul 2025,City/Other,Sugar Hill,Multi-Family,12
202508,Aug 2025,City/Other,Sugar Hill,Multi-Family,0
202509,Sep 2025,City/Other,Sugar Hill,Multi-Family,12
202510,Oct 2025,City/Other,Sugar Hill,Multi-Family,12
202511,Nov 2025,City/Other,Sugar Hill,Multi-Family,0
202512,Dec 2025,City/Other,Sugar Hill,Multi-Family,0
202407,Jul 2024,City/Other,Suwanee,Multi-Family,6
202408,Aug 2024,City/Other,Suwanee,Multi-Family,0
202409,Sep 2024,City/Other,Suwanee,Multi-Family,0
202410,Oct 2024,City/Other,Suwanee,Multi-Family,0
202411,Nov 2024,City/Other,Suwanee,Multi-Family,0
202412,Dec 2024,City/Other,Suwanee,Multi-Family,0
202501,Jan 2025,City/Other,Suwanee,Multi-Family,0
202502,Feb 2025,City/Other,Suwanee,Multi-Family,0
202503,Mar 2025,City/Other,Suwanee,Multi-Family,0
202504,Apr 2025,City/Other,Suwanee,Multi-Family,0
202505,May 2025,City/Other,Suwanee,Multi-Family,0
202506,Jun 2025,City/Other,Suwanee,Multi-Family,14
202507,Jul 2025,City/Other,Suwanee,Multi-Family,0
202508,Aug 2025,City/Other,Suwanee,Multi-Family,0
202509,Sep 2025,City/Other,Suwanee,Multi-Family,0
202510,Oct 2025,City/Other,Suwanee,Multi-Family,0
202511,Nov 2025,City/Other,Suwanee,Multi-Family,0
202512,Dec 2025,City/Other,Suwanee,Multi-Family,0
202407,Jul 2024,City/Other,Tucker,Multi-Family,0
202408,Aug 2024,City/Other,Tucker,Multi-Family,0
202409,Sep 2024,City/Other,Tucker,Multi-Family,0
202410,Oct 2024,City/Other,Tucker,Multi-Family,0
202411,Nov 2024,City/Other,Tucker,Multi-Family,0
202412,Dec 2024,City/Other,Tucker,Multi-Family,0
202501,Jan 2025,City/Other,Tucker,Multi-Family,0
202502,Feb 2025,City/Other,Tucker,Multi-Family,0
202503,Mar 2025,City/Other,Tucker,Multi-Family,0
202504,Apr 2025,City/Other,Tucker,Multi-Family,0
202505,May 2025,City/Other,Tucker,Multi-Family,0
202506,Jun 2025,City/Other,Tucker,Multi-Family,0
202507,Jul 2025,City/Other,Tucker,Multi-Family,0
202508,Aug 2025,City/Other,Tucker,Multi-Family,0
202509,Sep 2025,City/Other,Tucker,Multi-Family,0
202510,Oct 2025,City/Other,Tucker,Multi-Family,0
202511,Nov 2025,City/Other,Tucker,Multi-Family,0
202512,Dec 2025,City/Other,Tucker,Multi-Family,0
202407,Jul 2024,City/Other,Tyrone,Multi-Family,0
202408,Aug 2024,City/Other,Tyrone,Multi-Family,0
202409,Sep 2024,City/Other,Tyrone,Multi-Family,0
202410,Oct 2024,City/Other,Tyrone,Multi-Family,0
202411,Nov 2024,City/Other,Tyrone,Multi-Family,0
202412,Dec 2024,City/Other,Tyrone,Multi-Family,0
202501,Jan 2025,City/Other,Tyrone,Multi-Family,0
202502,Feb 2025,City/Other,Tyrone,Multi-Family,0
202503,Mar 2025,City/Other,Tyrone,Multi-Family,0
202504,Apr 2025,City/Other,Tyrone,Multi-Family,0
202505,May 2025,City/Other,Tyrone,Multi-Family,0
202506,Jun 2025,City/Other,Tyrone,Multi-Family,0
202507,Jul 2025,City/Other,Tyrone,Multi-Family,0
202508,Aug 2025,City/Other,Tyrone,Multi-Family,0
202509,Sep 2025,City/Other,Tyrone,Multi-Family,0
202510,Oct 2025,City/Other,Tyrone,Multi-Family,0
202511,Nov 2025,City/Other,Tyrone,Multi-Family,0
202512,Dec 2025,City/Other,Tyrone,Multi-Family,0
202407,Jul 2024,City/Other,Union City,Multi-Family,0
202408,Aug 2024,City/Other,Union City,Multi-Family,0
202409,Sep 2024,City/Other,Union City,Multi-Family,0
202410,Oct 2024,City/Other,Union City,Multi-Family,0
202411,Nov 2024,City/Other,Union City,Multi-Family,0
202412,Dec 2024,City/Other,Union City,Multi-Family,0
202501,Jan 2025,City/Other,Union City,Multi-Family,0
202502,Feb 2025,City/Other,Union City,Multi-Family,0
202503,Mar 2025,City/Other,Union City,Multi-Family,0
202504,Apr 2025,City/Other,Union City,Multi-Family,42
202505,May 2025,City/Other,Union City,Multi-Family,46
202506,Jun 2025,City/Other,Union City,Multi-Family,40
202507,Jul 2025,City/Other,Union City,Multi-Family,41
202508,Aug 2025,City/Other,Union City,Multi-Family,51
202509,Sep 2025,City/Other,Union City,Multi-Family,41
202510,Oct 2025,City/Other,Union City,Multi-Family,55
202511,Nov 2025,City/Other,Union City,Multi-Family,37
202512,Dec 2025,City/Other,Union City,Multi-Family,27
202407,Jul 2024,City/Other,Woodstock,Multi-Family,0
202408,Aug 2024,City/Other,Woodstock,Multi-Family,0
202409,Sep 2024,City/Other,Woodstock,Multi-Family,0
202410,Oct 2024,City/Other,Woodstock,Multi-Family,0
202411,Nov 2024,City/Other,Woodstock,Multi-Family,0
202412,Dec 2024,City/Other,Woodstock,Multi-Family,0
202501,Jan 2025,City/Other,Woodstock,Multi-Family,0
202502,Feb 2025,City/Other,Woodstock,Multi-Family,0
202503,Mar 2025,City/Other,Woodstock,Multi-Family,0
202504,Apr 2025,City/Other,Woodstock,Multi-Family,0
202505,May 2025,City/Other,Woodstock,Multi-Family,0
202506,Jun 2025,City/Other,Woodstock,Multi-Family,0
202507,Jul 2025,City/Other,Woodstock,Multi-Family,0
202508,Aug 2025,City/Other,Woodstock,Multi-Family,0
202509,Sep 2025,City/Other,Woodstock,Multi-Family,0
202510,Oct 2025,City/Other,Woodstock,Multi-Family,0
202511,Nov 2025,City/Other,Woodstock,Multi-Family,0
202512,Dec 2025,City/Other,Woodstock,Multi-Family,0
202407,Jul 2024,County,Metro,Multi-Family,623
202407,Jul 2024,County,Metro,Single-Family,1454
202408,Aug 2024,County,Metro,Multi-Family,1151
202408,Aug 2024,County,Metro,Single-Family,1513
202409,Sep 2024,County,Metro,Multi-Family,997
202409,Sep 2024,County,Metro,Single-Family,1007
202410,Oct 2024,County,Metro,Multi-Family,456
202410,Oct 2024,County,Metro,Single-Family,1334
202411,Nov 2024,County,Metro,Multi-Family,622
202411,Nov 2024,County,Metro,Single-Family,1063
202412,Dec 2024,County,Metro,Multi-Family,1746
202412,Dec 2024,County,Metro,Single-Family,1160
202501,Jan 2025,County,Metro,Multi-Family,1256
202501,Jan 2025,County,Metro,Single-Family,1129
202502,Feb 2025,County,Metro,Multi-Family,768
202502,Feb 2025,County,Metro,Single-Family,1197
202503,Mar 2025,County,Metro,Multi-Family,759
202503,Mar 2025,County,Metro,Single-Family,1252
202504,Apr 2025,County,Metro,Multi-Family,952
202504,Apr 2025,County,Metro,Single-Family,1315
202505,May 2025,County,Metro,Multi-Family,830
202505,May 2025,County,Metro,Single-Family,1216
202506,Jun 2025,County,Metro,Multi-Family,398
202506,Jun 2025,County,Metro,Single-Family,1118
202507,Jul 2025,County,Metro,Multi-Family,835
202507,Jul 2025,County,Metro,Single-Family,1218
202508,Aug 2025,County,Metro,Multi-Family,336
202508,Aug 2025,County,Metro,Single-Family,1138
202509,Sep 2025,County,Metro,Multi-Family,1394
202509,Sep 2025,County,Metro,Single-Family,1001
202510,Oct 2025,County,Metro,Multi-Family,851
202510,Oct 2025,County,Metro,Single-Family,1299
202511,Nov 2025,County,Metro,Multi-Family,476
202511,Nov 2025,County,Metro,Single-Family,789
202512,Dec 2025,County,Metro,Multi-Family,773
202512,Dec 2025,County,Metro,Single-Family,794
